"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 09 16:50:46 GMT 2023","Sun Apr 09 16:50:48 GMT 2023","1131","","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Sun Apr 09 16:50:49 GMT 2023","Sun Apr 09 16:50:51 GMT 2023","2542","","test_conduit","TestConduit","","","test_register",""
